[GA PARAMETERS] (Generation - Population - Crossover(%) - Mutation(%) - Elitism Rate(%) - Nugget/Sill Max(%))
5
100
90
5
1
30

[SA PARAMETERS] (Number of iterations - Initial Temperature  # Recomendation: 500 - 500)
500
500

[GEOESTATISTICAL PARAMETERS] (Min/Max: Angle - Tolerance(half-window) - Bandwidth(h) - Lag Distance- Number of Lags
0/180
1/90
3/18
1/6
1/6

[DATA]
1	24	26
1	25	22
1	26	18
1	27	19
1	28	26
1	29	23
1	30	32
1	31	28
2	19	55
2	23	19
2	24	18
2	25	17
2	26	15
2	27	16
2	28	19
2	29	15
2	30	24
2	31	14
3	1	28
3	2	26
3	3	23
3	4	21
3	5	22
3	6	22
3	7	24
3	8	41
3	9	30
3	10	20
3	11	22
3	18	22
3	19	26
3	23	16
3	24	18
3	25	15
3	26	16
3	27	15
3	28	16
3	29	14
3	30	20
3	31	15
3	12	70
3	13	20
3	14	22
4	2	24
4	3	23
4	4	20
4	5	24
4	6	20
4	7	20
4	8	34
4	10	18
4	11	18
4	12	21
4	13	18
4	14	22
4	15	28
4	16	25
4	17	28
4	18	24
4	19	23
4	23	16
4	24	18
4	25	17
4	26	16
4	27	19
4	28	21
4	29	13
4	30	15
4	31	15
5	4	24
5	5	23
5	6	22
5	7	25
5	9	19
5	10	20
5	11	19
5	12	20
5	13	16
5	14	16
5	15	20
5	16	28
5	17	21
5	18	28
5	19	24
5	23	18
5	24	15
5	25	14
5	26	15
5	27	19
5	28	20
5	29	15
5	30	14
5	31	16
6	5	28
6	6	22
6	7	26
6	8	27
6	9	19
6	10	19
6	11	15
6	12	19
6	13	18
6	14	20
6	15	19
6	16	27
6	17	29
6	18	35
6	19	25
6	23	16
6	24	14
6	25	15
6	26	16
6	27	16
6	28	16
6	29	16
6	30	15
7	7	24
7	8	24
7	9	24
7	10	23
7	11	22
7	12	16
7	13	19
7	14	16
7	15	20
7	16	18
7	17	27
7	18	58
7	19	24
7	23	18
7	24	14
7	25	17
7	26	17
7	27	14
7	28	18
7	29	15
7	30	28
8	7	24
8	8	23
8	9	24
8	10	21
8	11	16
8	12	23
8	13	20
8	14	26
8	15	18
8	16	25
8	17	20
8	18	44
8	19	24
8	23	53
8	24	12
8	25	12
8	26	15
8	27	15
8	28	16
8	29	18
8	30	21
9	4	24
9	5	20
9	6	20
9	7	18
9	8	20
9	9	24
9	10	18
9	11	23
9	12	32
9	13	33
9	14	27
9	15	32
9	16	27
9	17	26
9	18	54
9	19	38
9	21	-9
9	20	58
9	22	96
9	23	23
9	24	17
9	25	18
9	26	20
9	27	18
9	28	17
9	29	21
9	30	23
10	2	33
10	3	24
10	4	20
10	5	18
10	6	19
10	7	21
10	8	20
10	9	21
10	10	20
10	11	23
10	12	31
10	13	27
10	14	29
10	15	30
10	16	21
10	17	24
10	18	60
10	19	20
10	20	24
10	21	30
10	22	32
10	23	29
10	24	25
10	25	21
10	26	28
10	27	35
10	28	20
10	29	21
10	30	24
11	2	36
11	3	29
11	4	24
11	5	26
11	6	22
11	7	20
11	8	20
11	9	23
11	10	24
11	11	26
11	12	30
11	13	42
11	14	38
11	15	42
11	16	38
11	17	40
11	18	38
11	19	25
11	20	24
11	21	34
11	22	25
11	23	20
11	24	21
11	25	22
11	26	25
11	27	20
11	28	27
11	29	27
11	30	19
12	2	32
12	3	27
12	4	28
12	5	23
12	6	22
12	7	20
12	8	21
12	9	23
12	10	24
12	11	20
12	12	29
12	13	42
12	14	36
12	15	42
12	16	37
12	17	33
12	18	35
12	19	32
12	20	30
12	21	27
12	22	27
12	23	19
12	24	21
12	25	32
12	26	30
12	27	27
12	28	27
12	29	28
12	30	20
13	2	38
13	3	26
13	4	24
13	5	28
13	6	28
13	7	27
13	8	29
13	9	27
13	10	33
13	11	36
13	12	27
13	13	24
13	14	27
13	15	33
13	16	40
13	17	41
13	18	36
13	19	24
13	20	25
13	21	24
13	22	28
13	23	26
13	24	25
13	25	20
13	26	23
13	27	22
13	28	32
13	29	29
13	30	19
14	2	54
14	3	42
14	4	41
14	5	37
14	6	35
14	7	33
14	8	39
14	9	53
14	10	42
14	11	28
14	12	27
14	13	26
14	14	26
14	15	42
14	16	38
14	17	36
14	18	31
14	20	20
14	21	26
14	22	26
14	23	23
14	24	28
14	25	20
14	26	19
14	27	24
14	28	34
14	29	29
14	30	18
15	2	41
15	3	30
15	4	30
15	5	35
15	6	33
15	7	26
15	8	27
15	9	41
15	10	33
15	11	36
15	12	27
15	13	28
15	14	32
15	15	39
15	16	39
15	17	39
15	18	27
15	20	20
15	21	26
15	22	28
15	23	23
15	24	27
15	25	24
15	26	32
15	27	32
15	28	44
15	29	28
15	30	18
16	3	39
16	4	38
16	5	32
16	6	30
16	7	28
16	8	28
16	9	35
16	10	28
16	11	24
16	12	29
16	13	26
16	14	31
16	15	31
16	16	36
16	17	34
16	18	31
16	20	24
16	21	25
16	22	31
16	23	26
16	24	25
16	25	35
16	26	31
16	27	28
16	28	25
16	29	24
16	30	19
17	3	38
17	4	41
17	5	30
17	6	28
17	7	39
17	8	33
17	9	29
17	10	25
17	11	38
17	12	23
17	13	26
17	14	28
17	15	29
17	16	38
17	17	38
17	18	28
17	20	24
17	21	25
17	22	28
17	23	24
17	24	29
17	25	19
17	26	22
17	27	29
17	28	39
17	29	24
18	3	39
18	4	38
18	5	36
18	6	33
18	7	28
18	8	27
18	9	26
18	10	28
18	11	31
18	12	29
18	13	24
18	14	29
18	15	30
18	16	35
18	18	38
18	20	29
18	21	30
18	22	23
18	23	23
18	24	29
18	25	29
18	26	23
18	27	20
18	28	38
18	29	36



